coverage_id,coverage_name,provider_id,coverage_start_date,coverage_end_date,status,plan_id,yearly_premium,deductible_amount,co_pay_percentage
C0944,Comprehensive Plan,PR0286,2025-11-03,2027-11-02,Active,B0002,1889.16,1351.11,15
C0945,EPO,PR0424,2024-11-27,2026-11-26,Inactive,B0009,4741.92,696.8,15
C0946,Prescription Drugs,PR0407,2026-11-17,2028-11-17,Active,B0004,5099.76,348.85,10
C0947,Outpatient Only,PR0484,2026-10-12,2029-10-12,Active,B0001,4469.4,718.28,10
C0948,Vision Only,PR0395,2023-03-23,2024-03-23,Inactive,B0004,5781.36,718.33,10
C0949,PPO,PR0309,2023-12-07,2024-12-07,Inactive,B0001,5001.72,442.66,15
C0950,PPO,PR0062,2022-02-15,2023-02-14,Inactive,B0001,2346.12,871.26,15
C0951,HMO,PR0382,2023-03-19,2024-03-19,Inactive,B0004,2898.24,1001.33,20
C0952,PPO,PR0042,2024-02-16,2027-02-15,Inactive,B0005,3080.64,637.3,10
C0953,Vision Only,PR0042,2022-09-19,2024-09-19,Inactive,B0008,1201.2,2069.03,30
C0954,Comprehensive Plan,PR0426,2022-05-24,2025-05-24,Inactive,B0005,2189.16,1381.8,15
C0955,Outpatient Only,PR0368,2026-04-10,2028-04-10,Active,B0003,5598.72,510.88,10
C0956,POS,PR0166,2025-02-15,2027-02-14,Inactive,B0006,1208.4,2711.98,30
C0957,PPO,PR0190,2025-06-05,2027-06-04,Active,B0007,3930.48,636.43,10
C0958,Vision Only,PR0135,2024-03-19,2026-03-18,Inactive,B0005,2781.84,1049.8,15
C0959,Emergency Only,PR0379,2022-01-15,2023-01-14,Inactive,B0002,5193.6,506.22,15
C0960,PPO,PR0293,2025-05-02,2026-05-01,Inactive,B0001,1600.56,994.67,20
C0961,Comprehensive Plan,PR0119,2023-06-16,2026-06-15,Inactive,B0001,4221.12,426.53,10
C0962,EPO,PR0207,2026-12-12,2029-12-12,Active,B0003,2309.64,1384.3,20
C0963,PPO,PR0306,2024-11-26,2027-11-25,Active,B0001,1283.88,2408.13,30
C0964,POS,PR0217,2026-07-10,2028-07-10,Active,B0010,4436.04,431.25,15
C0965,Emergency Only,PR0394,2023-07-05,2025-07-05,Inactive,B0004,4390.44,626.74,10
C0966,Dental Only,PR0158,2024-05-09,2027-05-08,Inactive,B0009,3775.44,566.08,10
C0967,Prescription Drugs,PR0302,2023-06-07,2025-06-07,Inactive,B0005,1823.64,1480.62,15
C0968,PPO,PR0298,2022-12-09,2024-12-09,Inactive,B0010,4434.48,504.01,15
C0969,Comprehensive Plan,PR0465,2026-04-04,2028-04-04,Active,B0007,5780.52,702.09,10
C0970,Emergency Only,PR0159,2025-03-01,2027-02-28,Inactive,B0005,1730.52,1243.26,20
C0971,Prescription Drugs,PR0127,2025-05-02,2028-05-01,Active,B0006,5034.12,345.86,10
C0972,Basic Health Plan,PR0034,2023-11-18,2025-11-18,Inactive,B0005,4071,689.63,15
C0973,Basic Health Plan,PR0264,2023-11-03,2026-11-02,Inactive,B0003,4869.6,380.87,10
C0974,HMO,PR0447,2024-01-13,2026-01-13,Inactive,B0002,4088.88,685.27,10
C0975,Dental Only,PR0108,2024-03-16,2025-03-16,Inactive,B0010,4325.52,307.93,15
C0976,Prescription Drugs,PR0024,2022-02-26,2024-02-25,Inactive,B0005,3457.2,590.39,10
C0977,Prescription Drugs,PR0028,2022-10-11,2024-10-11,Inactive,B0008,2679.6,828.11,20
C0978,Prescription Drugs,PR0124,2023-10-21,2025-10-21,Inactive,B0010,3527.16,577.91,15
C0979,Maternity Coverage,PR0279,2024-11-19,2026-11-18,Inactive,B0007,3339.84,308.36,15
C0980,Prescription Drugs,PR0053,2024-01-28,2026-01-28,Inactive,B0008,3850.56,552.32,10
C0981,Inpatient Only,PR0291,2023-10-19,2026-10-18,Inactive,B0005,1409.04,2131.83,30
C0982,Vision Only,PR0464,2023-06-20,2025-06-20,Inactive,B0010,1340.04,2772.42,25
C0983,EPO,PR0234,2026-04-16,2029-04-16,Active,B0008,3912.24,490.74,10
C0984,Outpatient Only,PR0077,2023-05-22,2024-05-22,Inactive,B0007,3181.8,664.02,10
C0985,Vision Only,PR0049,2024-10-09,2025-10-09,Inactive,B0006,1506.6,855.34,15
C0986,Inpatient Only,PR0452,2022-02-15,2023-02-14,Inactive,B0001,4194.12,554.62,15
C0987,Maternity Coverage,PR0472,2025-06-03,2028-06-02,Active,B0010,1237.56,2066.72,30
C0988,Maternity Coverage,PR0375,2026-01-01,2026-12-31,Inactive,B0008,1863,983.32,20
C0989,Inpatient Only,PR0347,2023-06-09,2025-06-09,Inactive,B0004,2780.64,1144.14,20
C0990,EPO,PR0492,2023-07-05,2024-07-05,Inactive,B0001,2733.12,783.87,20
C0991,Outpatient Only,PR0380,2022-05-17,2025-05-17,Inactive,B0009,4720.68,529.39,10
C0992,Dental Only,PR0410,2026-09-07,2027-09-07,Active,B0004,2285.88,993.51,20
C0993,HMO,PR0157,2024-05-05,2026-05-04,Inactive,B0006,3655.32,649.64,10
C0994,Catastrophic Plan,PR0333,2025-06-16,2027-06-15,Active,B0002,5663.76,530.34,15
C0995,POS,PR0450,2022-06-24,2023-06-24,Inactive,B0001,3616.44,481.12,15
C0996,POS,PR0475,2026-11-15,2027-11-15,Active,B0002,4060.44,659.86,15
C0997,Catastrophic Plan,PR0258,2026-12-11,2027-12-11,Active,B0006,3136.68,365.58,10
C0998,Vision Only,PR0228,2022-01-15,2024-01-14,Inactive,B0003,3280.8,524.71,15
C0999,Basic Health Plan,PR0225,2024-06-06,2027-06-05,Active,B0006,5514.72,338.54,15
C1000,Prescription Drugs,PR0129,2025-02-15,2027-02-14,Inactive,B0003,3070.44,365.61,15
