coverage_id,coverage_name,provider_id,coverage_start_date,coverage_end_date,status,plan_id,yearly_premium,deductible_amount,co_pay_percentage
C0642,Prescription Drugs,PR0067,2026-01-28,2028-01-27,Active,B0006,2914.56,923.25,15
C0643,POS,PR0260,2025-12-03,2026-12-02,Inactive,B0001,4731.12,523.76,10
C0644,PPO,PR0160,2022-03-25,2025-03-25,Inactive,B0001,4386.48,603.85,10
C0645,HMO,PR0265,2022-12-24,2025-12-24,Inactive,B0004,5908.08,733.01,15
C0646,Inpatient Only,PR0169,2023-11-27,2024-11-27,Inactive,B0005,2635.68,1103.86,20
C0647,Comprehensive Plan,PR0226,2026-11-04,2029-11-04,Active,B0003,5916,701.04,15
C0648,PPO,PR0236,2024-02-09,2026-02-09,Inactive,B0010,2766,1376.16,15
C0649,Maternity Coverage,PR0196,2025-05-12,2028-05-11,Active,B0007,1738.56,1012.61,20
C0650,Prescription Drugs,PR0010,2025-01-24,2027-01-23,Inactive,B0003,3625.08,550.28,10
C0651,Dental Only,PR0432,2026-07-13,2029-07-13,Active,B0010,3190.56,666.4,10
C0652,PPO,PR0006,2023-09-06,2025-09-06,Inactive,B0005,4228.8,411.97,15
C0653,Basic Health Plan,PR0287,2025-10-01,2027-09-30,Active,B0002,3769.56,634.39,15
C0654,POS,PR0126,2026-04-11,2029-04-11,Active,B0002,4695.12,463.66,15
C0655,Dental Only,PR0313,2026-03-13,2029-03-13,Active,B0001,4407.36,715.99,10
C0656,Basic Health Plan,PR0034,2022-08-27,2023-08-27,Inactive,B0009,5209.44,494.29,10
C0657,Vision Only,PR0243,2022-04-04,2023-04-04,Inactive,B0002,1305.48,2449.47,30
C0658,Vision Only,PR0188,2026-10-21,2029-10-21,Active,B0010,1713.96,788.09,15
C0659,Maternity Coverage,PR0100,2024-08-16,2026-08-15,Inactive,B0006,1922.88,1188.6,15
C0660,Emergency Only,PR0178,2024-12-15,2026-12-14,Inactive,B0009,4535.4,687.34,15
C0661,PPO,PR0040,2025-07-26,2026-07-25,Inactive,B0008,5796,336.03,10
C0662,Prescription Drugs,PR0237,2023-08-11,2024-08-11,Inactive,B0002,5604,534.99,10
C0663,HMO,PR0214,2022-11-12,2024-11-12,Inactive,B0007,2358.48,1461.27,15
C0664,EPO,PR0019,2025-02-16,2027-02-15,Inactive,B0003,5786.28,472.25,15
C0665,PPO,PR0053,2023-03-03,2026-03-02,Inactive,B0009,4705.44,450.67,15
C0666,EPO,PR0048,2022-12-27,2025-12-27,Inactive,B0005,3200.64,354.71,15
C0667,Mental Health Plan,PR0226,2023-06-06,2025-06-06,Inactive,B0006,3609.84,649.99,15
C0668,Prescription Drugs,PR0128,2026-11-26,2029-11-26,Active,B0009,3403.08,679.12,10
C0669,Outpatient Only,PR0320,2026-03-03,2029-03-03,Active,B0006,2931,1129.86,15
C0670,POS,PR0063,2025-06-17,2028-06-16,Active,B0008,1309.92,2931.78,20
C0671,Emergency Only,PR0244,2025-05-23,2027-05-22,Active,B0005,5212.32,521.68,10
C0672,Mental Health Plan,PR0342,2023-04-15,2026-04-14,Inactive,B0010,1229.88,1898.95,25
C0673,PPO,PR0126,2022-10-22,2025-10-22,Inactive,B0004,2538.12,1100.22,15
C0674,POS,PR0104,2025-09-17,2027-09-16,Active,B0005,5342.76,389.56,10
C0675,Catastrophic Plan,PR0157,2025-01-03,2028-01-02,Active,B0003,2846.04,1447.01,15
C0676,POS,PR0238,2024-11-09,2025-11-09,Inactive,B0003,2947.56,1154.74,15
C0677,Inpatient Only,PR0025,2023-01-09,2025-01-09,Inactive,B0003,4947.96,496.52,10
C0678,Prescription Drugs,PR0357,2026-05-10,2028-05-10,Active,B0010,5137.44,398.15,10
C0679,Dental Only,PR0324,2024-10-16,2027-10-15,Active,B0010,2876.04,763.58,15
C0680,Outpatient Only,PR0223,2025-12-03,2027-12-02,Active,B0004,3789.36,715.76,10
C0681,Comprehensive Plan,PR0098,2026-12-22,2028-12-22,Active,B0002,4362.6,692.07,10
C0682,Inpatient Only,PR0254,2025-02-12,2026-02-12,Inactive,B0008,4297.44,696,15
C0683,Prescription Drugs,PR0229,2023-01-18,2025-01-18,Inactive,B0005,5931.48,418.78,10
C0684,Mental Health Plan,PR0351,2023-08-03,2026-08-02,Inactive,B0009,1788.24,1477.02,15
C0685,POS,PR0196,2026-02-06,2029-02-05,Active,B0001,1407.36,2927.53,20
C0686,Prescription Drugs,PR0292,2023-09-12,2024-09-12,Inactive,B0001,4292.16,437.36,15
C0687,Prescription Drugs,PR0293,2023-02-17,2025-02-17,Inactive,B0009,4981.08,352.43,15
C0688,Inpatient Only,PR0426,2023-05-07,2025-05-07,Inactive,B0003,3450.36,363.57,15
C0689,Maternity Coverage,PR0356,2024-06-07,2025-06-07,Inactive,B0004,4787.52,552.84,15
C0690,Comprehensive Plan,PR0436,2024-04-20,2026-04-19,Inactive,B0004,3834,621.35,10
C0691,Comprehensive Plan,PR0118,2026-01-18,2027-01-17,Inactive,B0004,3579,748.52,15
C0692,Catastrophic Plan,PR0276,2024-12-18,2026-12-17,Inactive,B0010,5030.64,424.42,10
C0693,Maternity Coverage,PR0468,2024-07-21,2027-07-20,Active,B0005,2886.12,1339.9,15
C0694,Mental Health Plan,PR0200,2022-04-11,2023-04-11,Inactive,B0003,2587.08,1421.54,15
C0695,Inpatient Only,PR0377,2026-02-09,2027-02-08,Inactive,B0002,3243.96,377.49,10
C0696,EPO,PR0180,2025-01-06,2027-01-05,Inactive,B0009,4684.2,552.68,10
C0697,POS,PR0137,2023-04-09,2024-04-09,Inactive,B0002,1962.12,1333.05,20
C0698,Dental Only,PR0338,2024-01-27,2027-01-26,Inactive,B0002,4493.52,406.96,10
C0699,Emergency Only,PR0205,2026-03-27,2027-03-27,Inactive,B0001,4903.56,709.07,10
C0700,PPO,PR0185,2022-01-18,2024-01-17,Inactive,B0003,4383.96,666.74,10
C0701,Maternity Coverage,PR0347,2026-01-22,2028-01-21,Active,B0008,3253.56,328.96,15
C0702,Mental Health Plan,PR0388,2025-07-19,2028-07-18,Active,B0006,5501.16,545.27,15
C0703,Dental Only,PR0094,2022-02-20,2024-02-19,Inactive,B0008,2328.6,1398.25,20
C0704,PPO,PR0438,2025-08-09,2028-08-08,Active,B0005,2308.68,1153.07,20
C0705,Emergency Only,PR0280,2023-07-13,2026-07-12,Inactive,B0006,1906.32,1181.79,20
C0706,Inpatient Only,PR0323,2023-04-15,2025-04-15,Inactive,B0007,4479.72,430.56,15
C0707,Outpatient Only,PR0252,2022-11-27,2023-11-27,Inactive,B0005,5669.52,336.96,15
C0708,Prescription Drugs,PR0176,2023-03-24,2025-03-24,Inactive,B0001,5148.96,401.67,15
C0709,Outpatient Only,PR0064,2023-01-12,2026-01-12,Inactive,B0006,3903.12,447.74,10
C0710,Comprehensive Plan,PR0085,2026-01-01,2028-12-31,Active,B0001,2931.84,1471.27,15
C0711,Basic Health Plan,PR0206,2026-05-18,2027-05-18,Active,B0004,4215.48,723.54,10
C0712,Mental Health Plan,PR0355,2024-04-24,2025-04-24,Inactive,B0005,1926.36,1166.36,15
C0713,Emergency Only,PR0246,2023-09-18,2024-09-18,Inactive,B0007,1533.48,1356.15,15
C0714,Vision Only,PR0021,2022-11-19,2025-11-19,Inactive,B0004,3368.76,412.61,10
C0715,Emergency Only,PR0243,2026-06-20,2029-06-20,Active,B0010,4414.56,675.99,15
C0716,Inpatient Only,PR0458,2026-12-06,2029-12-06,Active,B0006,1279.32,2955.35,25
C0717,POS,PR0198,2025-09-12,2026-09-11,Inactive,B0008,5301.48,606.31,15
C0718,POS,PR0005,2024-04-12,2027-04-11,Inactive,B0001,1784.28,1080.14,15
C0719,Dental Only,PR0310,2025-02-02,2028-02-01,Active,B0006,3293.28,383.24,15
C0720,EPO,PR0215,2022-08-10,2023-08-10,Inactive,B0005,3205.2,365.71,15
C0721,Dental Only,PR0313,2025-05-11,2027-05-10,Inactive,B0009,2395.68,856.12,15
C0722,EPO,PR0452,2025-07-21,2027-07-20,Active,B0005,1746.6,1133.29,15
C0723,Inpatient Only,PR0443,2022-12-16,2024-12-16,Inactive,B0003,3537.12,327.72,10
C0724,Dental Only,PR0325,2023-12-28,2026-12-27,Inactive,B0003,4557.96,651.69,10
C0725,Comprehensive Plan,PR0334,2024-04-28,2026-04-27,Inactive,B0009,5060.4,556.74,15
C0726,Comprehensive Plan,PR0228,2022-12-27,2024-12-27,Inactive,B0001,2464.2,947.79,20
C0727,Basic Health Plan,PR0112,2023-10-06,2025-10-06,Inactive,B0006,5280.36,346.19,15
C0728,Basic Health Plan,PR0031,2023-07-10,2026-07-09,Inactive,B0010,5552.64,399.94,10
C0729,Maternity Coverage,PR0393,2025-05-01,2028-04-30,Active,B0001,2626.08,1041.27,20
C0730,Emergency Only,PR0364,2022-01-11,2023-01-10,Inactive,B0002,3566.64,723.04,15
C0731,Maternity Coverage,PR0177,2025-02-12,2026-02-12,Inactive,B0007,5924.88,361.67,10
C0732,Inpatient Only,PR0098,2022-09-12,2024-09-12,Inactive,B0002,1372.08,2547.97,20
C0733,Basic Health Plan,PR0349,2026-11-06,2027-11-06,Active,B0002,2872.56,854.09,15
C0734,Inpatient Only,PR0163,2026-01-11,2029-01-10,Active,B0003,2228.88,1060.12,15
C0735,Prescription Drugs,PR0451,2024-05-19,2026-05-18,Inactive,B0008,4220.64,466.13,10
C0736,EPO,PR0409,2025-10-05,2026-10-04,Inactive,B0002,2826.6,1442.41,20
C0737,Vision Only,PR0218,2022-12-26,2023-12-26,Inactive,B0006,2707.68,1401.65,15
C0738,Outpatient Only,PR0270,2022-03-07,2024-03-07,Inactive,B0003,3549.24,407.32,10
C0739,Vision Only,PR0168,2026-03-05,2028-03-05,Active,B0001,5588.04,528.01,10
C0740,Inpatient Only,PR0353,2022-07-02,2023-07-02,Inactive,B0008,1645.8,1406.63,15
C0741,Dental Only,PR0084,2024-04-17,2027-04-16,Inactive,B0004,3639.48,693.18,10
C0742,Comprehensive Plan,PR0483,2022-02-28,2024-02-27,Inactive,B0004,5908.8,420.16,15
C0743,Outpatient Only,PR0170,2025-01-09,2028-01-08,Active,B0005,5732.52,355.29,15
C0744,Inpatient Only,PR0175,2023-09-23,2024-09-23,Inactive,B0010,1555.68,836.36,15
C0745,Maternity Coverage,PR0426,2026-03-15,2027-03-15,Inactive,B0007,1452.96,1885.39,25
C0746,Emergency Only,PR0276,2022-06-16,2023-06-16,Inactive,B0009,2511.48,1451.16,20
C0747,EPO,PR0137,2024-02-04,2026-02-04,Inactive,B0008,4521.36,645.39,15
C0748,HMO,PR0281,2025-07-10,2027-07-09,Active,B0004,4491.36,662.48,10
C0749,Comprehensive Plan,PR0060,2025-10-16,2026-10-15,Inactive,B0006,2272.2,1230.12,20
C0750,Prescription Drugs,PR0483,2026-02-24,2028-02-23,Active,B0008,5487.48,436.95,10
