coverage_id,coverage_name,provider_id,coverage_start_date,coverage_end_date,status,plan_id,yearly_premium,deductible_amount,co_pay_percentage
C0532,Outpatient Only,PR0104,2024-04-23,2027-04-22,Inactive,B0010,3530.64,394.39,10
C0533,Catastrophic Plan,PR0468,2025-08-18,2028-08-17,Active,B0005,2382.72,1004.98,20
C0534,Prescription Drugs,PR0237,2023-05-15,2026-05-14,Inactive,B0002,5602.08,411.51,10
C0535,Basic Health Plan,PR0222,2024-07-17,2026-07-16,Inactive,B0001,4994.88,454.34,10
C0536,POS,PR0344,2022-06-20,2024-06-20,Inactive,B0010,3615.6,496.27,15
C0537,POS,PR0130,2026-04-19,2027-04-19,Inactive,B0005,4767,564,10
C0538,Emergency Only,PR0235,2024-02-16,2025-02-16,Inactive,B0010,4079.64,501.97,15
C0539,Catastrophic Plan,PR0463,2026-09-23,2028-09-23,Active,B0003,3356.28,654.83,15
C0540,Catastrophic Plan,PR0312,2026-11-07,2027-11-07,Active,B0005,3429.12,496.16,15
C0541,Vision Only,PR0157,2024-12-18,2025-12-18,Inactive,B0010,4313.88,654.21,10
C0542,Vision Only,PR0311,2023-02-27,2026-02-27,Inactive,B0003,5586.24,660.88,15
C0543,Dental Only,PR0049,2026-01-20,2029-01-19,Active,B0006,2966.88,808.58,20
C0544,POS,PR0184,2023-01-20,2024-01-20,Inactive,B0003,2575.8,1154.89,20
C0545,Catastrophic Plan,PR0325,2024-09-05,2025-09-05,Inactive,B0010,2603.88,1474.02,15
C0546,Vision Only,PR0426,2026-03-16,2028-03-16,Active,B0010,2010.96,762.67,20
C0547,Inpatient Only,PR0171,2024-01-08,2026-01-08,Inactive,B0001,5121.84,640.73,10
C0548,PPO,PR0002,2026-07-26,2029-07-26,Active,B0002,5781.72,695.84,15
C0549,HMO,PR0412,2025-05-10,2028-05-09,Active,B0009,4912.8,304.33,10
C0550,Comprehensive Plan,PR0286,2024-12-03,2027-12-02,Active,B0007,1289.4,2849.73,20
C0551,Inpatient Only,PR0436,2022-12-27,2024-12-27,Inactive,B0009,4829.04,522.97,15
C0552,Maternity Coverage,PR0319,2024-09-24,2027-09-23,Active,B0010,3857.64,651.92,15
C0553,Basic Health Plan,PR0143,2023-07-14,2024-07-14,Inactive,B0010,3276.24,424.26,15
C0554,Basic Health Plan,PR0374,2026-08-25,2027-08-25,Active,B0003,5800.8,650.57,15
C0555,HMO,PR0334,2024-01-04,2027-01-03,Inactive,B0009,2659.68,1059.18,15
C0556,Comprehensive Plan,PR0405,2026-02-19,2028-02-18,Active,B0004,5388.72,692.23,10
C0557,Outpatient Only,PR0489,2025-07-06,2028-07-05,Active,B0010,4965.72,597.21,10
C0558,Inpatient Only,PR0102,2025-08-03,2026-08-02,Inactive,B0010,1962.12,1122.81,15
C0559,Mental Health Plan,PR0052,2022-09-19,2025-09-19,Inactive,B0010,2114.76,910.83,20
C0560,Inpatient Only,PR0486,2022-09-18,2025-09-18,Inactive,B0003,5044.68,305.8,15
C0561,HMO,PR0262,2023-02-23,2026-02-23,Inactive,B0002,4888.2,316.87,10
C0562,Catastrophic Plan,PR0167,2024-10-17,2025-10-17,Inactive,B0006,2637.6,1348.06,15
C0563,Comprehensive Plan,PR0398,2026-02-28,2029-02-27,Active,B0007,4395.84,611.97,10
C0564,Comprehensive Plan,PR0380,2026-03-11,2028-03-11,Active,B0007,4286.64,419,15
C0565,Maternity Coverage,PR0189,2026-01-19,2028-01-18,Active,B0004,3057.12,312.71,10
C0566,Mental Health Plan,PR0325,2023-10-24,2025-10-24,Inactive,B0005,1625.64,1090.46,20
C0567,Dental Only,PR0342,2023-10-05,2024-10-05,Inactive,B0003,3930.84,523.56,15
C0568,Maternity Coverage,PR0028,2026-11-17,2027-11-17,Active,B0007,2985.6,752.74,15
C0569,Inpatient Only,PR0279,2024-01-07,2026-01-07,Inactive,B0003,4867.92,697.99,15
C0570,Maternity Coverage,PR0344,2023-09-24,2025-09-24,Inactive,B0004,2951.4,1448.99,15
C0571,EPO,PR0332,2025-04-23,2026-04-22,Inactive,B0009,2080.44,918.39,20
C0572,HMO,PR0423,2026-12-14,2027-12-14,Active,B0010,5978.4,674.31,10
C0573,EPO,PR0128,2022-12-09,2025-12-09,Inactive,B0002,1456.92,1902.98,30
C0574,Maternity Coverage,PR0056,2024-06-12,2026-06-11,Inactive,B0002,2428.56,1014.25,20
C0575,POS,PR0288,2026-03-05,2027-03-05,Inactive,B0008,4980.6,327.03,15
C0576,Catastrophic Plan,PR0413,2022-04-16,2023-04-16,Inactive,B0005,2710.68,1395.19,15
C0577,Dental Only,PR0181,2023-05-24,2024-05-24,Inactive,B0010,2637,1467.75,15
C0578,EPO,PR0248,2026-06-21,2028-06-21,Active,B0002,2854.92,807.68,15
C0579,PPO,PR0303,2023-03-09,2026-03-08,Inactive,B0005,1513.56,753.48,15
C0580,Prescription Drugs,PR0168,2022-07-04,2024-07-04,Inactive,B0004,4385.28,553.67,10
C0581,Comprehensive Plan,PR0415,2025-05-27,2027-05-26,Active,B0004,4592.76,665.37,10
C0582,Basic Health Plan,PR0014,2026-08-09,2027-08-09,Active,B0005,3810.84,589.99,10
C0583,POS,PR0422,2023-12-03,2026-12-02,Inactive,B0010,1731.6,1421.27,15
C0584,Mental Health Plan,PR0307,2025-09-22,2028-09-21,Active,B0007,2916.84,1016.87,20
C0585,Mental Health Plan,PR0335,2022-12-15,2023-12-15,Inactive,B0003,4035.6,629.53,15
C0586,EPO,PR0072,2026-06-05,2028-06-05,Active,B0002,2900.88,1065.74,20
C0587,Catastrophic Plan,PR0129,2023-12-27,2026-12-26,Inactive,B0007,3339.6,682.85,15
C0588,Outpatient Only,PR0189,2025-07-09,2027-07-08,Active,B0009,3316.92,300.14,15
C0589,Mental Health Plan,PR0134,2022-12-15,2025-12-15,Inactive,B0005,4094.76,476.29,15
C0590,Vision Only,PR0473,2023-04-22,2026-04-21,Inactive,B0001,4501.56,400.83,15
C0591,Vision Only,PR0118,2023-12-19,2026-12-18,Inactive,B0003,5799,708.69,10
C0592,Basic Health Plan,PR0124,2025-02-08,2026-02-08,Inactive,B0010,3433.56,583.49,15
C0593,Dental Only,PR0312,2026-02-13,2028-02-12,Active,B0002,2217,776.05,20
C0594,Maternity Coverage,PR0194,2023-12-11,2024-12-11,Inactive,B0002,2496.36,1463.19,20
C0595,Emergency Only,PR0308,2026-01-25,2027-01-24,Inactive,B0001,1655.88,1415.36,20
C0596,Mental Health Plan,PR0128,2026-04-27,2029-04-27,Active,B0001,2540.52,1435.04,15
C0597,EPO,PR0119,2025-05-16,2028-05-15,Active,B0009,5454.84,545.58,15
C0598,Inpatient Only,PR0261,2022-05-23,2023-05-23,Inactive,B0010,4429.68,454.47,15
C0599,Outpatient Only,PR0361,2023-07-15,2024-07-15,Inactive,B0007,4573.56,499.64,10
C0600,Dental Only,PR0002,2022-02-12,2024-02-11,Inactive,B0002,2051.28,1174.18,15
