coverage_id,coverage_name,provider_id,coverage_start_date,coverage_end_date,status,plan_id,yearly_premium,deductible_amount,co_pay_percentage
C0221,Prescription Drugs,PR0289,2022-11-26,2025-11-26,Inactive,B0003,5304.84,374.33,15
C0222,Dental Only,PR0329,2026-06-18,2027-06-18,Active,B0007,1478.28,2142.53,20
C0223,POS,PR0072,2023-10-19,2026-10-18,Inactive,B0007,5279.52,483.82,15
C0224,Inpatient Only,PR0217,2022-04-27,2024-04-27,Inactive,B0001,4355.4,535.42,10
C0225,Basic Health Plan,PR0377,2023-02-07,2024-02-07,Inactive,B0001,4270.08,730.15,10
C0226,Mental Health Plan,PR0252,2025-09-08,2028-09-07,Active,B0008,3905.76,602.67,10
C0227,POS,PR0081,2026-01-09,2029-01-08,Active,B0006,3356.28,678.25,15
C0228,Inpatient Only,PR0334,2022-09-19,2024-09-19,Inactive,B0010,3319.8,538.71,15
C0229,Dental Only,PR0280,2022-01-12,2023-01-11,Inactive,B0006,1802.88,1300.49,20
C0230,Catastrophic Plan,PR0313,2023-08-05,2024-08-05,Inactive,B0009,3463.2,682.04,15
C0231,Vision Only,PR0245,2026-07-26,2028-07-26,Active,B0004,1908.36,1142.71,20
C0232,Catastrophic Plan,PR0237,2024-09-28,2025-09-28,Inactive,B0006,5808.24,441.5,15
C0233,POS,PR0300,2025-07-01,2027-06-30,Active,B0005,3145.68,565.7,10
C0234,Basic Health Plan,PR0264,2025-06-01,2026-05-31,Inactive,B0005,5618.16,645.92,15
C0235,EPO,PR0147,2024-04-15,2025-04-15,Inactive,B0001,3143.64,628.58,10
C0236,PPO,PR0472,2025-01-24,2027-01-23,Inactive,B0009,3194.16,628.44,10
C0237,Basic Health Plan,PR0210,2025-12-11,2027-12-10,Active,B0003,3517.08,353.96,10
C0238,Basic Health Plan,PR0404,2025-06-16,2026-06-15,Inactive,B0008,3230.28,483.72,10
C0239,Comprehensive Plan,PR0266,2025-01-21,2027-01-20,Inactive,B0008,4285.92,735.77,15
C0240,POS,PR0353,2024-09-07,2026-09-06,Inactive,B0009,4113,571.93,10
C0241,Mental Health Plan,PR0285,2023-09-13,2026-09-12,Inactive,B0006,2062.32,1259.01,15
C0242,POS,PR0245,2024-03-15,2027-03-14,Inactive,B0006,5468.4,695.81,15
C0243,POS,PR0022,2025-07-18,2026-07-17,Inactive,B0005,1554,1412.6,20
C0244,HMO,PR0127,2024-02-18,2025-02-18,Inactive,B0009,1536.12,1430.99,20
C0245,Inpatient Only,PR0053,2026-04-13,2028-04-13,Active,B0007,1577.04,945.78,20
C0246,Basic Health Plan,PR0042,2022-08-24,2023-08-24,Inactive,B0006,3474,544.64,10
C0247,Outpatient Only,PR0244,2024-12-16,2025-12-16,Inactive,B0006,3993.96,744.24,15
C0248,Emergency Only,PR0400,2023-10-11,2026-10-10,Inactive,B0002,4999.68,589.2,15
C0249,Emergency Only,PR0183,2025-01-25,2028-01-24,Active,B0006,1478.52,2469.69,20
C0250,Outpatient Only,PR0021,2024-07-12,2026-07-11,Inactive,B0002,3093.6,510,15
C0251,EPO,PR0004,2024-02-28,2025-02-28,Inactive,B0002,5978.28,723.88,10
C0252,EPO,PR0073,2026-05-19,2029-05-19,Active,B0007,1375.8,2492.45,25
C0253,Mental Health Plan,PR0405,2022-07-26,2025-07-26,Inactive,B0010,2801.88,751.84,20
C0254,Mental Health Plan,PR0183,2023-03-27,2026-03-26,Inactive,B0009,2935.8,1470.33,20
C0255,Inpatient Only,PR0048,2026-12-23,2028-12-23,Active,B0005,1668.96,1240.22,15
C0256,Emergency Only,PR0456,2025-06-10,2026-06-09,Inactive,B0009,3522.48,516.65,15
C0257,Catastrophic Plan,PR0112,2025-03-02,2028-03-01,Active,B0006,3378.48,440.19,10
C0258,POS,PR0034,2022-04-03,2023-04-03,Inactive,B0002,3449.04,683.96,15
C0259,Dental Only,PR0114,2024-05-26,2027-05-25,Active,B0010,4728.72,714.47,15
C0260,HMO,PR0462,2025-02-17,2026-02-17,Inactive,B0005,5203.92,597.17,10
C0261,Catastrophic Plan,PR0123,2024-08-22,2025-08-22,Inactive,B0002,4395.72,671.14,15
C0262,Maternity Coverage,PR0391,2025-05-05,2027-05-04,Inactive,B0002,4875.36,735.07,10
C0263,Basic Health Plan,PR0088,2023-08-13,2026-08-12,Inactive,B0006,1896.6,1486.42,15
C0264,Maternity Coverage,PR0405,2024-02-15,2026-02-15,Inactive,B0008,2260.32,1425.84,15
C0265,Catastrophic Plan,PR0257,2025-08-13,2027-08-12,Active,B0008,3719.52,482.95,15
C0266,Mental Health Plan,PR0109,2024-06-16,2026-06-15,Inactive,B0004,5101.32,531.19,10
C0267,EPO,PR0117,2025-07-23,2027-07-22,Active,B0010,3574.56,527.48,15
C0268,Vision Only,PR0423,2023-01-13,2026-01-13,Inactive,B0010,1763.88,1457.02,15
C0269,Inpatient Only,PR0178,2026-07-02,2029-07-02,Active,B0010,2216.04,1026.07,20
C0270,Catastrophic Plan,PR0083,2024-11-10,2025-11-10,Inactive,B0004,4382.16,681.3,10
C0271,PPO,PR0223,2023-03-03,2025-03-03,Inactive,B0008,2964.84,1216.77,20
C0272,EPO,PR0169,2023-10-02,2025-10-02,Inactive,B0002,4919.28,468.45,15
C0273,Catastrophic Plan,PR0229,2024-11-06,2027-11-05,Active,B0010,5302.44,596.17,10
C0274,Inpatient Only,PR0322,2022-10-04,2024-10-04,Inactive,B0008,5898.48,740.78,15
C0275,Comprehensive Plan,PR0494,2023-03-01,2026-02-28,Inactive,B0008,4358.16,582.38,10
C0276,POS,PR0413,2026-01-20,2029-01-19,Active,B0006,4303.08,705.34,15
C0277,Emergency Only,PR0478,2025-04-25,2026-04-24,Inactive,B0010,5786.76,332.26,10
C0278,HMO,PR0386,2024-12-20,2027-12-19,Active,B0005,4314,513.18,15
C0279,POS,PR0030,2025-12-23,2027-12-22,Active,B0010,3133.92,399.08,10
C0280,POS,PR0285,2024-11-19,2027-11-18,Active,B0002,1344.84,1539.95,30
C0281,HMO,PR0392,2024-09-09,2027-09-08,Active,B0003,5743.08,514.23,10
C0282,Maternity Coverage,PR0456,2023-11-24,2026-11-23,Inactive,B0008,2189.76,1154.03,20
C0283,Outpatient Only,PR0152,2026-09-24,2029-09-24,Active,B0007,4477.44,646.86,15
C0284,Mental Health Plan,PR0077,2025-02-24,2026-02-24,Inactive,B0006,1545.72,1408.72,15
C0285,POS,PR0483,2023-04-08,2024-04-08,Inactive,B0010,1762.2,915.04,20
C0286,Vision Only,PR0366,2022-02-27,2024-02-26,Inactive,B0002,5457.36,709.04,15
C0287,Prescription Drugs,PR0499,2023-07-28,2025-07-28,Inactive,B0009,5717.76,453.61,10
C0288,EPO,PR0417,2025-04-03,2026-04-02,Inactive,B0001,4364.16,572.05,15
C0289,POS,PR0399,2025-05-04,2026-05-03,Inactive,B0005,3928.68,686.78,15
C0290,PPO,PR0429,2024-08-09,2026-08-08,Inactive,B0010,3173.04,530.8,15
C0291,EPO,PR0339,2024-10-28,2026-10-27,Inactive,B0004,3385.2,325.81,15
C0292,PPO,PR0220,2023-08-20,2024-08-20,Inactive,B0009,5704.68,650.1,10
C0293,POS,PR0317,2025-11-17,2027-11-16,Active,B0010,4842.72,663.21,10
C0294,Outpatient Only,PR0145,2022-11-07,2025-11-07,Inactive,B0005,2381.64,1435.42,15
C0295,Outpatient Only,PR0486,2026-06-08,2029-06-08,Active,B0007,5575.56,650.62,15
C0296,PPO,PR0009,2023-05-17,2024-05-17,Inactive,B0001,2464.68,864.59,15
C0297,HMO,PR0464,2023-05-18,2026-05-17,Inactive,B0008,3871.2,318.78,10
C0298,Maternity Coverage,PR0174,2024-01-10,2026-01-10,Inactive,B0010,2000.52,1181.76,15
C0299,Emergency Only,PR0385,2023-06-05,2025-06-05,Inactive,B0003,1525.68,826.76,15
C0300,Outpatient Only,PR0073,2023-06-21,2025-06-21,Inactive,B0001,5553.72,695.66,10
C0301,Dental Only,PR0325,2025-06-18,2026-06-17,Inactive,B0002,1365.48,2166.99,30
C0302,Inpatient Only,PR0263,2023-01-12,2026-01-12,Inactive,B0010,2402.76,1162.77,20
C0303,PPO,PR0200,2024-01-26,2025-01-26,Inactive,B0009,5634.84,581.67,10
C0304,PPO,PR0083,2023-02-17,2026-02-17,Inactive,B0004,4008.84,589.03,10
C0305,Dental Only,PR0468,2025-05-19,2027-05-18,Active,B0010,4409.64,670.06,15
C0306,EPO,PR0341,2023-02-03,2026-02-03,Inactive,B0001,3899.16,743.57,15
C0307,Mental Health Plan,PR0233,2024-12-08,2025-12-08,Inactive,B0002,1466.52,1654.76,20
C0308,POS,PR0339,2023-04-12,2025-04-12,Inactive,B0009,4743.72,370.6,15
C0309,Basic Health Plan,PR0249,2024-08-24,2026-08-23,Inactive,B0007,2731.44,1346.18,15
C0310,Dental Only,PR0144,2024-12-20,2027-12-19,Active,B0001,5908.08,391.49,10
C0311,Mental Health Plan,PR0370,2026-08-14,2027-08-14,Active,B0007,3232.56,686.99,15
C0312,Comprehensive Plan,PR0485,2022-10-23,2023-10-23,Inactive,B0001,2623.32,1183.87,20
C0313,EPO,PR0054,2024-08-07,2025-08-07,Inactive,B0003,4908.36,732.99,10
C0314,Outpatient Only,PR0320,2026-11-16,2027-11-16,Active,B0002,1616.28,1281.74,15
C0315,POS,PR0330,2023-04-25,2025-04-25,Inactive,B0002,2188.68,999.28,20
C0316,Catastrophic Plan,PR0188,2025-12-04,2028-12-03,Active,B0008,1270.32,2802.56,30
C0317,PPO,PR0477,2025-07-16,2028-07-15,Active,B0008,4257.36,403.32,10
C0318,PPO,PR0220,2024-03-16,2027-03-15,Inactive,B0009,2876.64,1001.92,15
C0319,Basic Health Plan,PR0307,2026-07-26,2027-07-26,Active,B0004,3658.32,306.57,15
C0320,POS,PR0231,2023-07-06,2024-07-06,Inactive,B0010,2149.8,925.22,15
C0321,Maternity Coverage,PR0010,2022-12-27,2024-12-27,Inactive,B0008,3257.4,455.44,15
C0322,Dental Only,PR0218,2025-04-01,2028-03-31,Active,B0007,1579.32,1298.27,20
C0323,Inpatient Only,PR0132,2024-06-26,2026-06-25,Inactive,B0004,2803.2,931.39,20
C0324,Outpatient Only,PR0172,2023-05-21,2026-05-20,Inactive,B0009,5048.28,442,15
C0325,POS,PR0050,2024-11-09,2025-11-09,Inactive,B0010,3516.48,334.29,10
C0326,EPO,PR0224,2025-02-08,2028-02-07,Active,B0003,2490.6,1148.04,15
C0327,Mental Health Plan,PR0020,2022-11-15,2025-11-15,Inactive,B0010,5882.52,678.2,10
C0328,Catastrophic Plan,PR0381,2026-02-28,2028-02-27,Active,B0008,3196.44,443.61,10
C0329,Dental Only,PR0100,2025-02-15,2026-02-15,Inactive,B0009,5838.6,413.81,15
C0330,Vision Only,PR0497,2025-10-08,2026-10-07,Inactive,B0008,5807.64,605.18,15
C0331,Comprehensive Plan,PR0001,2026-09-26,2029-09-26,Active,B0003,1731,1033.33,20
C0332,Basic Health Plan,PR0010,2026-03-08,2028-03-08,Active,B0008,4327.56,634.64,15
C0333,HMO,PR0268,2026-04-15,2029-04-15,Active,B0006,2817.36,993.61,20
C0334,PPO,PR0403,2026-10-28,2028-10-28,Active,B0004,2002.8,1293.83,15
C0335,Catastrophic Plan,PR0401,2024-01-07,2025-01-07,Inactive,B0010,4129.68,441.24,10
C0336,PPO,PR0384,2026-09-24,2027-09-24,Active,B0002,5549.4,505.88,15
C0337,Mental Health Plan,PR0424,2022-12-11,2025-12-11,Inactive,B0006,2147.64,1472.61,20
C0338,EPO,PR0412,2024-08-07,2027-08-06,Active,B0001,2763.96,1241.33,20
C0339,POS,PR0180,2025-12-03,2028-12-02,Active,B0003,5201.76,304.64,10
C0340,Dental Only,PR0114,2024-02-20,2027-02-19,Inactive,B0006,1314.6,2729.27,25
C0341,Emergency Only,PR0483,2026-05-20,2028-05-20,Active,B0005,2177.16,1046.66,15
C0342,Mental Health Plan,PR0199,2022-10-19,2025-10-19,Inactive,B0005,1581.72,1196.31,15
C0343,Emergency Only,PR0185,2026-04-25,2028-04-25,Active,B0006,2436.36,782.66,20
C0344,Mental Health Plan,PR0033,2026-09-20,2029-09-20,Active,B0008,1403.04,2175.39,30
C0345,Inpatient Only,PR0070,2022-10-02,2023-10-02,Inactive,B0009,5986.32,718.63,10
C0346,Emergency Only,PR0176,2026-02-08,2027-02-07,Inactive,B0006,5979.84,475.04,10
C0347,Outpatient Only,PR0063,2022-12-21,2023-12-21,Inactive,B0008,3752.76,541.47,10
C0348,Prescription Drugs,PR0211,2026-08-13,2028-08-13,Active,B0008,1385.28,1536.19,25
C0349,Vision Only,PR0271,2022-09-27,2024-09-27,Inactive,B0001,5798.28,468.54,10
C0350,Prescription Drugs,PR0045,2022-07-16,2024-07-16,Inactive,B0004,2895.6,818.59,15
C0351,HMO,PR0418,2022-11-21,2024-11-21,Inactive,B0005,3927.6,463.05,15
C0352,Vision Only,PR0171,2025-06-07,2026-06-06,Inactive,B0010,3765.24,424.06,15
C0353,Comprehensive Plan,PR0030,2023-09-28,2024-09-28,Inactive,B0002,5303.52,647.13,10
C0354,Outpatient Only,PR0420,2023-09-19,2025-09-19,Inactive,B0007,1829.88,1136.09,20
C0355,Outpatient Only,PR0130,2026-06-13,2027-06-13,Active,B0002,1308.48,2205.77,30
C0356,Basic Health Plan,PR0404,2023-01-10,2024-01-10,Inactive,B0002,2567.16,1149.48,20
C0357,HMO,PR0495,2026-04-18,2028-04-18,Active,B0002,2272.8,992.73,15
C0358,Dental Only,PR0002,2022-01-20,2024-01-19,Inactive,B0005,1923.6,766.9,15
C0359,Inpatient Only,PR0496,2025-08-05,2027-08-04,Active,B0007,3642.36,376.81,10
C0360,Emergency Only,PR0310,2026-05-25,2029-05-25,Active,B0004,5332.56,576.96,10
C0361,Prescription Drugs,PR0347,2022-06-13,2025-06-13,Inactive,B0006,4983.24,555.81,15
C0362,Comprehensive Plan,PR0125,2023-10-23,2026-10-22,Inactive,B0002,4712.88,713.97,10
C0363,Prescription Drugs,PR0140,2024-11-17,2026-11-16,Inactive,B0004,2126.4,1373.84,15
C0364,Mental Health Plan,PR0130,2024-09-14,2025-09-14,Inactive,B0004,3028.8,459.41,10
C0365,Mental Health Plan,PR0207,2022-06-16,2025-06-16,Inactive,B0008,3355.8,691.88,10
C0366,Mental Health Plan,PR0221,2026-06-02,2029-06-02,Active,B0005,3855.12,673.29,15
C0367,Outpatient Only,PR0075,2022-05-06,2023-05-06,Inactive,B0008,2309.28,1182.1,20
C0368,EPO,PR0142,2024-10-13,2026-10-12,Inactive,B0001,1600.92,1063.52,20
C0369,POS,PR0188,2022-02-01,2025-01-31,Inactive,B0008,1701.96,1189.18,15
C0370,Catastrophic Plan,PR0010,2024-05-26,2026-05-25,Inactive,B0003,5576.52,593.88,15
C0371,Vision Only,PR0439,2023-04-09,2026-04-08,Inactive,B0008,3490.32,374.09,10
C0372,PPO,PR0377,2025-08-03,2026-08-02,Inactive,B0008,1907.4,1136.59,15
C0373,Basic Health Plan,PR0363,2025-10-27,2027-10-26,Active,B0003,3148.08,450.04,15
C0374,Prescription Drugs,PR0332,2026-03-02,2028-03-02,Active,B0008,1572.12,1411.68,20
C0375,EPO,PR0348,2025-02-13,2027-02-12,Inactive,B0003,5456.52,506.59,10
C0376,Outpatient Only,PR0329,2023-06-22,2026-06-21,Inactive,B0004,2399.28,1257.37,20
C0377,Comprehensive Plan,PR0408,2025-08-28,2027-08-27,Active,B0005,5716.8,646.61,10
C0378,Maternity Coverage,PR0321,2024-03-05,2027-03-04,Inactive,B0009,3044.4,324.88,15
C0379,EPO,PR0148,2025-05-03,2028-05-02,Active,B0001,1442.76,2372.58,30
C0380,Prescription Drugs,PR0261,2024-03-17,2027-03-16,Inactive,B0005,5984.28,739.73,15
C0381,HMO,PR0448,2022-09-02,2025-09-02,Inactive,B0004,3274.2,394.93,10
C0382,PPO,PR0005,2025-09-01,2028-08-31,Active,B0007,2093.76,968.13,15
C0383,EPO,PR0005,2023-12-23,2026-12-22,Inactive,B0002,4273.92,396.8,15
C0384,Dental Only,PR0477,2026-07-20,2028-07-20,Active,B0006,2765.88,1111.86,15
C0385,Mental Health Plan,PR0395,2022-01-22,2025-01-21,Inactive,B0009,1570.68,1049.11,15
C0386,Inpatient Only,PR0165,2023-02-08,2024-02-08,Inactive,B0005,3704.28,476.48,10
C0387,Emergency Only,PR0294,2024-10-25,2027-10-24,Active,B0002,5155.2,517.05,15
C0388,Mental Health Plan,PR0244,2023-11-25,2026-11-24,Inactive,B0006,3323.64,328.59,10
C0389,HMO,PR0136,2023-08-15,2024-08-15,Inactive,B0009,3907.2,304.93,10
C0390,EPO,PR0114,2024-02-28,2026-02-28,Inactive,B0005,4892.52,340.3,10
C0391,Vision Only,PR0176,2026-07-03,2027-07-03,Active,B0004,5891.64,606.01,15
C0392,POS,PR0249,2023-03-03,2024-03-03,Inactive,B0004,5452.08,455.7,10
C0393,Catastrophic Plan,PR0118,2026-09-10,2028-09-10,Active,B0008,5807.52,573.93,10
C0394,Dental Only,PR0067,2024-10-10,2025-10-10,Inactive,B0010,2295.48,1012.49,15
C0395,Outpatient Only,PR0246,2025-08-11,2026-08-10,Inactive,B0004,5316.24,360.33,10
C0396,Prescription Drugs,PR0386,2026-08-08,2028-08-08,Active,B0004,3843.24,411.69,15
C0397,Inpatient Only,PR0123,2023-08-14,2025-08-14,Inactive,B0008,4818,382.54,15
C0398,Emergency Only,PR0013,2022-06-17,2025-06-17,Inactive,B0010,3545.04,452.48,15
C0399,Basic Health Plan,PR0311,2024-03-24,2027-03-23,Inactive,B0005,4540.32,441.97,15
C0400,Emergency Only,PR0268,2025-03-06,2026-03-05,Inactive,B0010,3978.96,682.8,10
